"country","year","age_grp","avg_schooling"
"Estonia",2049,"35-39",18.2393076923077
"Estonia",2049,"40-44",18.2263846153846
"Estonia",2049,"45-49",17.9030219780219
"Estonia",2049,"50-54",17.3062197802198
"Estonia",2049,"55-59",16.5092527472527
"Estonia",2049,"60-64",15.620978021978
"Estonia",2049,"65-999",14.5682058393175
"Estonia",2050,"15-19",11.8907692307692
"Estonia",2050,"20-24",15.6246153846154
"Estonia",2050,"25-29",16.9838461538462
"Estonia",2050,"30-34",18.0807692307692
"Estonia",2050,"35-39",18.3630769230769
"Estonia",2050,"40-44",18.3553846153846
"Estonia",2050,"45-49",18.0323076923077
"Estonia",2050,"50-54",17.4323076923077
"Estonia",2050,"55-59",16.6292307692308
"Estonia",2050,"60-64",15.7330769230769
"Estonia",2050,"65-999",14.6765539925536
"Fiji",2015,"15-19",11.5611538461538
"Fiji",2015,"20-24",13.178076923077
"Fiji",2015,"25-29",12.6530769230769
"Fiji",2015,"30-34",12.3111538461538
"Fiji",2015,"35-39",11.8834615384616
"Fiji",2015,"40-44",11.3276923076923
"Fiji",2015,"45-49",10.7146153846153
"Fiji",2015,"50-54",9.81307692307692
"Fiji",2015,"55-59",9.12423076923076
"Fiji",2015,"60-64",8.23538461538462
"Fiji",2015,"65-999",7.10466028108394
"Fiji",2016,"15-19",11.6563736263736
"Fiji",2016,"20-24",13.3127692307693
"Fiji",2016,"25-29",12.7885714285715
"Fiji",2016,"30-34",12.4507692307693
"Fiji",2016,"35-39",12.0248131868132
"Fiji",2016,"40-44",11.4686373626373
"Fiji",2016,"45-49",10.8516263736263
"Fiji",2016,"50-54",9.93958241758241
"Fiji",2016,"55-59",9.24663736263736
"Fiji",2016,"60-64",8.34956043956043
"Fiji",2016,"65-999",7.20426379908608
"Fiji",2017,"15-19",11.7515934065934
"Fiji",2017,"20-24",13.4474615384615
"Fiji",2017,"25-29",12.9240659340659
"Fiji",2017,"30-34",12.5903846153846
"Fiji",2017,"35-39",12.1661648351649
"Fiji",2017,"40-44",11.6095824175824
"Fiji",2017,"45-49",10.9886373626373
"Fiji",2017,"50-54",10.0660879120879
"Fiji",2017,"55-59",9.36904395604395
"Fiji",2017,"60-64",8.46373626373625
"Fiji",2017,"65-999",7.30386731708822
"Fiji",2018,"15-19",11.8468131868132
"Fiji",2018,"20-24",13.5821538461539
"Fiji",2018,"25-29",13.0595604395605
"Fiji",2018,"30-34",12.73
"Fiji",2018,"35-39",12.3075164835165
"Fiji",2018,"40-44",11.7505274725274
"Fiji",2018,"45-49",11.1256483516484
"Fiji",2018,"50-54",10.1925934065934
"Fiji",2018,"55-59",9.49145054945055
"Fiji",2018,"60-64",8.5779120879121
"Fiji",2018,"65-999",7.40347083509039
"Fiji",2019,"15-19",11.942032967033
"Fiji",2019,"20-24",13.7168461538462
"Fiji",2019,"25-29",13.1950549450549
"Fiji",2019,"30-34",12.8696153846154
"Fiji",2019,"35-39",12.4488681318682
"Fiji",2019,"40-44",11.8914725274725
"Fiji",2019,"45-49",11.2626593406593
"Fiji",2019,"50-54",10.3190989010989
"Fiji",2019,"55-59",9.61385714285714
"Fiji",2019,"60-64",8.69208791208791
"Fiji",2019,"65-999",7.50307435309253
"Fiji",2020,"15-19",12.0372527472528
"Fiji",2020,"20-24",13.8515384615385
"Fiji",2020,"25-29",13.3305494505495
"Fiji",2020,"30-34",13.0092307692308
"Fiji",2020,"35-39",12.5902197802198
"Fiji",2020,"40-44",12.0324175824176
"Fiji",2020,"45-49",11.3996703296703
"Fiji",2020,"50-54",10.4456043956044
"Fiji",2020,"55-59",9.73626373626374
"Fiji",2020,"60-64",8.80626373626373
"Fiji",2020,"65-999",7.60267787109467
"Fiji",2021,"15-19",12.1324725274725
"Fiji",2021,"20-24",13.9862307692308
"Fiji",2021,"25-29",13.466043956044
"Fiji",2021,"30-34",13.1488461538462
"Fiji",2021,"35-39",12.7315714285714
"Fiji",2021,"40-44",12.1733626373626
"Fiji",2021,"45-49",11.5366813186813
"Fiji",2021,"50-54",10.5721098901099
"Fiji",2021,"55-59",9.85867032967033
"Fiji",2021,"60-64",8.92043956043955
"Fiji",2021,"65-999",7.70228138909681
"Fiji",2022,"15-19",12.2276923076923
"Fiji",2022,"20-24",14.1209230769231
"Fiji",2022,"25-29",13.6015384615385
"Fiji",2022,"30-34",13.2884615384615
"Fiji",2022,"35-39",12.8729230769231
"Fiji",2022,"40-44",12.3143076923076
"Fiji",2022,"45-49",11.6736923076923
"Fiji",2022,"50-54",10.6986153846154
"Fiji",2022,"55-59",9.98107692307693
"Fiji",2022,"60-64",9.03461538461539
"Fiji",2022,"65-999",7.80188490709895
"Fiji",2023,"15-19",12.3229120879121
"Fiji",2023,"20-24",14.2556153846154
"Fiji",2023,"25-29",13.737032967033
"Fiji",2023,"30-34",13.428076923077
"Fiji",2023,"35-39",13.0142747252748
"Fiji",2023,"40-44",12.4552527472527
"Fiji",2023,"45-49",11.8107032967033
"Fiji",2023,"50-54",10.8251208791209
"Fiji",2023,"55-59",10.1034835164835
"Fiji",2023,"60-64",9.14879120879121
"Fiji",2023,"65-999",7.90148842510109
"Fiji",2024,"15-19",12.4181318681319
"Fiji",2024,"20-24",14.3903076923077
"Fiji",2024,"25-29",13.8725274725275
"Fiji",2024,"30-34",13.5676923076923
"Fiji",2024,"35-39",13.1556263736264
"Fiji",2024,"40-44",12.5961978021978
"Fiji",2024,"45-49",11.9477142857143
"Fiji",2024,"50-54",10.9516263736264
"Fiji",2024,"55-59",10.2258901098901
"Fiji",2024,"60-64",9.26296703296703
"Fiji",2024,"65-999",8.00109194310323
"Fiji",2025,"15-19",12.5133516483516
"Fiji",2025,"20-24",14.525
"Fiji",2025,"25-29",14.008021978022
"Fiji",2025,"30-34",13.7073076923077
"Fiji",2025,"35-39",13.2969780219781
"Fiji",2025,"40-44",12.7371428571428
"Fiji",2025,"45-49",12.0847252747253
"Fiji",2025,"50-54",11.0781318681319
"Fiji",2025,"55-59",10.3482967032967
"Fiji",2025,"60-64",9.37714285714284
"Fiji",2025,"65-999",8.10069546110537
"Fiji",2026,"15-19",12.6085714285714
"Fiji",2026,"20-24",14.6596923076924
"Fiji",2026,"25-29",14.1435164835165
"Fiji",2026,"30-34",13.8469230769231
"Fiji",2026,"35-39",13.4383296703297
"Fiji",2026,"40-44",12.8780879120879
"Fiji",2026,"45-49",12.2217362637363
"Fiji",2026,"50-54",11.2046373626374
"Fiji",2026,"55-59",10.4707032967033
"Fiji",2026,"60-64",9.49131868131869
"Fiji",2026,"65-999",8.20029897910752
"Fiji",2027,"15-19",12.7037912087912
"Fiji",2027,"20-24",14.7943846153846
"Fiji",2027,"25-29",14.279010989011
"Fiji",2027,"30-34",13.9865384615385
"Fiji",2027,"35-39",13.5796813186814
"Fiji",2027,"40-44",13.019032967033
"Fiji",2027,"45-49",12.3587472527472
"Fiji",2027,"50-54",11.3311428571429
"Fiji",2027,"55-59",10.5931098901099
"Fiji",2027,"60-64",9.60549450549451
"Fiji",2027,"65-999",8.29990249710968
"Fiji",2028,"15-19",12.799010989011
"Fiji",2028,"20-24",14.9290769230769
"Fiji",2028,"25-29",14.4145054945055
"Fiji",2028,"30-34",14.1261538461538
"Fiji",2028,"35-39",13.721032967033
"Fiji",2028,"40-44",13.159978021978
"Fiji",2028,"45-49",12.4957582417582
"Fiji",2028,"50-54",11.4576483516483
"Fiji",2028,"55-59",10.7155164835165
"Fiji",2028,"60-64",9.71967032967032
"Fiji",2028,"65-999",8.39950601511183
"Fiji",2029,"15-19",12.8942307692308
"Fiji",2029,"20-24",15.0637692307693
"Fiji",2029,"25-29",14.55
"Fiji",2029,"30-34",14.2657692307693
"Fiji",2029,"35-39",13.8623846153847
"Fiji",2029,"40-44",13.300923076923
"Fiji",2029,"45-49",12.6327692307692
"Fiji",2029,"50-54",11.5841538461539
"Fiji",2029,"55-59",10.8379230769231
"Fiji",2029,"60-64",9.83384615384614
"Fiji",2029,"65-999",8.49910953311397
"Fiji",2030,"15-19",12.9894505494505
"Fiji",2030,"20-24",15.1984615384616
"Fiji",2030,"25-29",14.6854945054945
"Fiji",2030,"30-34",14.4053846153846
"Fiji",2030,"35-39",14.0037362637363
"Fiji",2030,"40-44",13.4418681318681
"Fiji",2030,"45-49",12.7697802197802
"Fiji",2030,"50-54",11.7106593406593
"Fiji",2030,"55-59",10.9603296703297
"Fiji",2030,"60-64",9.94802197802198
"Fiji",2030,"65-999",8.59871305111611
"Fiji",2031,"15-19",13.0846703296703
"Fiji",2031,"20-24",15.3331538461538
"Fiji",2031,"25-29",14.820989010989
"Fiji",2031,"30-34",14.545
"Fiji",2031,"35-39",14.1450879120879
"Fiji",2031,"40-44",13.5828131868132
"Fiji",2031,"45-49",12.9067912087912
"Fiji",2031,"50-54",11.8371648351649
"Fiji",2031,"55-59",11.0827362637363
"Fiji",2031,"60-64",10.0621978021978
"Fiji",2031,"65-999",8.69831656911825
"Fiji",2032,"15-19",13.1798901098901
"Fiji",2032,"20-24",15.4678461538462
"Fiji",2032,"25-29",14.9564835164835
"Fiji",2032,"30-34",14.6846153846154
"Fiji",2032,"35-39",14.2864395604396
"Fiji",2032,"40-44",13.7237582417582
"Fiji",2032,"45-49",13.0438021978022
"Fiji",2032,"50-54",11.9636703296703
"Fiji",2032,"55-59",11.2051428571428
"Fiji",2032,"60-64",10.1763736263736
"Fiji",2032,"65-999",8.79792008712039
"Fiji",2033,"15-19",13.2751098901099
"Fiji",2033,"20-24",15.6025384615385
"Fiji",2033,"25-29",15.091978021978
"Fiji",2033,"30-34",14.8242307692308
"Fiji",2033,"35-39",14.4277912087912
"Fiji",2033,"40-44",13.8647032967033
"Fiji",2033,"45-49",13.1808131868132
"Fiji",2033,"50-54",12.0901758241758
"Fiji",2033,"55-59",11.3275494505494
"Fiji",2033,"60-64",10.2905494505494
"Fiji",2033,"65-999",8.89752360512253
"Fiji",2034,"15-19",13.3703296703297
"Fiji",2034,"20-24",15.7372307692308
"Fiji",2034,"25-29",15.2274725274725
"Fiji",2034,"30-34",14.9638461538462
"Fiji",2034,"35-39",14.5691428571429
"Fiji",2034,"40-44",14.0056483516483
"Fiji",2034,"45-49",13.3178241758242
"Fiji",2034,"50-54",12.2166813186813
"Fiji",2034,"55-59",11.449956043956
"Fiji",2034,"60-64",10.4047252747253
"Fiji",2034,"65-999",8.99712712312467
"Fiji",2035,"15-19",13.4655494505494
"Fiji",2035,"20-24",15.8719230769231
"Fiji",2035,"25-29",15.362967032967
"Fiji",2035,"30-34",15.1034615384615
"Fiji",2035,"35-39",14.7104945054945
"Fiji",2035,"40-44",14.1465934065934
"Fiji",2035,"45-49",13.4548351648351
"Fiji",2035,"50-54",12.3431868131868
"Fiji",2035,"55-59",11.5723626373626
"Fiji",2035,"60-64",10.5189010989011
"Fiji",2035,"65-999",9.09673064112684
"Fiji",2036,"15-19",13.5607692307692
"Fiji",2036,"20-24",16.0066153846154
"Fiji",2036,"25-29",15.4984615384615
"Fiji",2036,"30-34",15.243076923077
"Fiji",2036,"35-39",14.8518461538462
"Fiji",2036,"40-44",14.2875384615384
"Fiji",2036,"45-49",13.5918461538461
"Fiji",2036,"50-54",12.4696923076923
"Fiji",2036,"55-59",11.6947692307692
"Fiji",2036,"60-64",10.6330769230769
"Fiji",2036,"65-999",9.19633415912898
"Fiji",2037,"15-19",13.655989010989
"Fiji",2037,"20-24",16.1413076923077
"Fiji",2037,"25-29",15.6339560439561
"Fiji",2037,"30-34",15.3826923076923
"Fiji",2037,"35-39",14.9931978021978
"Fiji",2037,"40-44",14.4284835164835
"Fiji",2037,"45-49",13.7288571428571
"Fiji",2037,"50-54",12.5961978021978
"Fiji",2037,"55-59",11.8171758241758
"Fiji",2037,"60-64",10.7472527472527
"Fiji",2037,"65-999",9.29593767713112
"Fiji",2038,"15-19",13.7512087912088
"Fiji",2038,"20-24",16.276
"Fiji",2038,"25-29",15.7694505494505
"Fiji",2038,"30-34",15.5223076923077
"Fiji",2038,"35-39",15.1345494505495
"Fiji",2038,"40-44",14.5694285714285
"Fiji",2038,"45-49",13.8658681318681
"Fiji",2038,"50-54",12.7227032967033
"Fiji",2038,"55-59",11.9395824175824
"Fiji",2038,"60-64",10.8614285714286
"Fiji",2038,"65-999",9.39554119513326
"Fiji",2039,"15-19",13.8464285714286
"Fiji",2039,"20-24",16.4106923076923
"Fiji",2039,"25-29",15.9049450549451
"Fiji",2039,"30-34",15.6619230769231
"Fiji",2039,"35-39",15.2759010989011
"Fiji",2039,"40-44",14.7103736263736
"Fiji",2039,"45-49",14.0028791208791
"Fiji",2039,"50-54",12.8492087912088
"Fiji",2039,"55-59",12.061989010989
"Fiji",2039,"60-64",10.9756043956044
"Fiji",2039,"65-999",9.4951447131354
"Fiji",2040,"15-19",13.9416483516484
"Fiji",2040,"20-24",16.5453846153846
"Fiji",2040,"25-29",16.0404395604396
"Fiji",2040,"30-34",15.8015384615385
"Fiji",2040,"35-39",15.4172527472528
"Fiji",2040,"40-44",14.8513186813186
"Fiji",2040,"45-49",14.1398901098901
"Fiji",2040,"50-54",12.9757142857143
"Fiji",2040,"55-59",12.1843956043956
"Fiji",2040,"60-64",11.0897802197802
"Fiji",2040,"65-999",9.59474823113754
"Fiji",2041,"15-19",14.0368681318681
"Fiji",2041,"20-24",16.6800769230769
"Fiji",2041,"25-29",16.1759340659341
"Fiji",2041,"30-34",15.9411538461538
"Fiji",2041,"35-39",15.5586043956044
"Fiji",2041,"40-44",14.9922637362637
"Fiji",2041,"45-49",14.2769010989011
"Fiji",2041,"50-54",13.1022197802198
"Fiji",2041,"55-59",12.3068021978022
"Fiji",2041,"60-64",11.203956043956
"Fiji",2041,"65-999",9.69435174913968
"Fiji",2042,"15-19",14.1320879120879
"Fiji",2042,"20-24",16.8147692307692
"Fiji",2042,"25-29",16.3114285714286
"Fiji",2042,"30-34",16.0807692307692
"Fiji",2042,"35-39",15.6999560439561
"Fiji",2042,"40-44",15.1332087912087
"Fiji",2042,"45-49",14.4139120879121
"Fiji",2042,"50-54",13.2287252747253
"Fiji",2042,"55-59",12.4292087912088
"Fiji",2042,"60-64",11.3181318681319
"Fiji",2042,"65-999",9.79395526714183
"Fiji",2043,"15-19",14.2273076923077
"Fiji",2043,"20-24",16.9494615384615
"Fiji",2043,"25-29",16.4469230769231
"Fiji",2043,"30-34",16.2203846153846
"Fiji",2043,"35-39",15.8413076923077
"Fiji",2043,"40-44",15.2741538461538
"Fiji",2043,"45-49",14.550923076923
"Fiji",2043,"50-54",13.3552307692308
"Fiji",2043,"55-59",12.5516153846154
"Fiji",2043,"60-64",11.4323076923077
"Fiji",2043,"65-999",9.89355878514397
"Fiji",2044,"15-19",14.3225274725275
"Fiji",2044,"20-24",17.0841538461539
"Fiji",2044,"25-29",16.5824175824176
"Fiji",2044,"30-34",16.36
"Fiji",2044,"35-39",15.9826593406594
"Fiji",2044,"40-44",15.4150989010989
"Fiji",2044,"45-49",14.687934065934
"Fiji",2044,"50-54",13.4817362637363
"Fiji",2044,"55-59",12.674021978022
"Fiji",2044,"60-64",11.5464835164835
"Fiji",2044,"65-999",9.99316230314614
"Fiji",2045,"15-19",14.4177472527472
"Fiji",2045,"20-24",17.2188461538462
"Fiji",2045,"25-29",16.7179120879121
"Fiji",2045,"30-34",16.4996153846154
"Fiji",2045,"35-39",16.124010989011
"Fiji",2045,"40-44",15.5560439560439
"Fiji",2045,"45-49",14.824945054945
"Fiji",2045,"50-54",13.6082417582418
"Fiji",2045,"55-59",12.7964285714285
"Fiji",2045,"60-64",11.6606593406593
"Fiji",2045,"65-999",10.0927658211483
"Fiji",2046,"15-19",14.512967032967
"Fiji",2046,"20-24",17.3535384615384
"Fiji",2046,"25-29",16.8534065934066
"Fiji",2046,"30-34",16.6392307692308
"Fiji",2046,"35-39",16.2653626373627
"Fiji",2046,"40-44",15.6969890109889
"Fiji",2046,"45-49",14.961956043956
"Fiji",2046,"50-54",13.7347472527472
"Fiji",2046,"55-59",12.9188351648351
"Fiji",2046,"60-64",11.7748351648352
"Fiji",2046,"65-999",10.1923693391504
"Fiji",2047,"15-19",14.6081868131868
"Fiji",2047,"20-24",17.4882307692308
"Fiji",2047,"25-29",16.9889010989011
"Fiji",2047,"30-34",16.7788461538461
"Fiji",2047,"35-39",16.4067142857143
"Fiji",2047,"40-44",15.837934065934
"Fiji",2047,"45-49",15.098967032967
"Fiji",2047,"50-54",13.8612527472528
"Fiji",2047,"55-59",13.0412417582417
"Fiji",2047,"60-64",11.889010989011
"Fiji",2047,"65-999",10.2919728571526
"Fiji",2048,"15-19",14.7034065934066
"Fiji",2048,"20-24",17.6229230769231
"Fiji",2048,"25-29",17.1243956043956
"Fiji",2048,"30-34",16.9184615384615
"Fiji",2048,"35-39",16.548065934066
"Fiji",2048,"40-44",15.9788791208791
"Fiji",2048,"45-49",15.235978021978
"Fiji",2048,"50-54",13.9877582417582
"Fiji",2048,"55-59",13.1636483516483
"Fiji",2048,"60-64",12.0031868131868
"Fiji",2048,"65-999",10.3915763751547
"Fiji",2049,"15-19",14.7986263736264
"Fiji",2049,"20-24",17.7576153846154
"Fiji",2049,"25-29",17.2598901098901
"Fiji",2049,"30-34",17.058076923077
"Fiji",2049,"35-39",16.6894175824176
"Fiji",2049,"40-44",16.1198241758241
"Fiji",2049,"45-49",15.372989010989
"Fiji",2049,"50-54",14.1142637362637
"Fiji",2049,"55-59",13.2860549450549
"Fiji",2049,"60-64",12.1173626373626
"Fiji",2049,"65-999",10.4911798931568
"Fiji",2050,"15-19",14.8938461538461
"Fiji",2050,"20-24",17.8923076923077
"Fiji",2050,"25-29",17.3953846153846
"Fiji",2050,"30-34",17.1976923076923
"Fiji",2050,"35-39",16.8307692307692
"Fiji",2050,"40-44",16.2607692307692
"Fiji",2050,"45-49",15.5099999999999
"Fiji",2050,"50-54",14.2407692307692
"Fiji",2050,"55-59",13.4084615384615
"Fiji",2050,"60-64",12.2315384615384
"Fiji",2050,"65-999",10.590783411159
"Finland",2015,"15-19",7.16038461538461
"Finland",2015,"20-24",13.0426923076923
"Finland",2015,"25-29",13.8
"Finland",2015,"30-34",13.9380769230769
"Finland",2015,"35-39",13.4407692307693
"Finland",2015,"40-44",12.9288461538461
"Finland",2015,"45-49",11.8580769230769
"Finland",2015,"50-54",11.1534615384615
"Finland",2015,"55-59",9.62769230769231
"Finland",2015,"60-64",8.535
"Finland",2015,"65-999",6.41167198713326
"Finland",2016,"15-19",7.20637362637362
"Finland",2016,"20-24",13.1656483516484
"Finland",2016,"25-29",13.9476703296703
"Finland",2016,"30-34",14.0945934065934
"Finland",2016,"35-39",13.5987032967033
"Finland",2016,"40-44",13.0838021978022
"Finland",2016,"45-49",11.9987252747252
"Finland",2016,"50-54",11.2838901098901
"Finland",2016,"55-59",9.73204395604395
"Finland",2016,"60-64",8.62147252747252
"Finland",2016,"65-999",6.46187872179898
"Finland",2017,"15-19",7.25236263736264
"Finland",2017,"20-24",13.2886043956044
"Finland",2017,"25-29",14.0953406593406
"Finland",2017,"30-34",14.2511098901099
"Finland",2017,"35-39",13.7566373626374
"Finland",2017,"40-44",13.2387582417582
"Finland",2017,"45-49",12.1393736263736
"Finland",2017,"50-54",11.4143186813187
"Finland",2017,"55-59",9.83639560439562
"Finland",2017,"60-64",8.70794505494507
"Finland",2017,"65-999",6.5120854564647
"Finland",2018,"15-19",7.29835164835164
"Finland",2018,"20-24",13.4115604395604
"Finland",2018,"25-29",14.243010989011
"Finland",2018,"30-34",14.4076263736264
"Finland",2018,"35-39",13.9145714285715
"Finland",2018,"40-44",13.3937142857142
"Finland",2018,"45-49",12.280021978022
"Finland",2018,"50-54",11.5447472527472
"Finland",2018,"55-59",9.94074725274726
"Finland",2018,"60-64",8.79441758241759
"Finland",2018,"65-999",6.56229219113042
"Finland",2019,"15-19",7.34434065934066
"Finland",2019,"20-24",13.5345164835165
"Finland",2019,"25-29",14.3906813186813
"Finland",2019,"30-34",14.5641428571429
"Finland",2019,"35-39",14.0725054945055
"Finland",2019,"40-44",13.5486703296703
"Finland",2019,"45-49",12.4206703296703
"Finland",2019,"50-54",11.6751758241758
"Finland",2019,"55-59",10.0450989010989
"Finland",2019,"60-64",8.88089010989012
"Finland",2019,"65-999",6.61249892579615
"Finland",2020,"15-19",7.39032967032966
"Finland",2020,"20-24",13.6574725274725
"Finland",2020,"25-29",14.5383516483516
"Finland",2020,"30-34",14.7206593406593
"Finland",2020,"35-39",14.2304395604396
"Finland",2020,"40-44",13.7036263736263
"Finland",2020,"45-49",12.5613186813187
"Finland",2020,"50-54",11.8056043956044
"Finland",2020,"55-59",10.1494505494506
"Finland",2020,"60-64",8.96736263736264
"Finland",2020,"65-999",6.66270566046187
"Finland",2021,"15-19",7.43631868131868
"Finland",2021,"20-24",13.7804285714286
"Finland",2021,"25-29",14.686021978022
"Finland",2021,"30-34",14.8771758241758
"Finland",2021,"35-39",14.3883736263737
"Finland",2021,"40-44",13.8585824175824
"Finland",2021,"45-49",12.701967032967
"Finland",2021,"50-54",11.936032967033
"Finland",2021,"55-59",10.2538021978022
"Finland",2021,"60-64",9.05383516483516
"Finland",2021,"65-999",6.71291239512759
"Finland",2022,"15-19",7.48230769230769
"Finland",2022,"20-24",13.9033846153846
"Finland",2022,"25-29",14.8336923076923
"Finland",2022,"30-34",15.0336923076923
"Finland",2022,"35-39",14.5463076923077
"Finland",2022,"40-44",14.0135384615384
"Finland",2022,"45-49",12.8426153846154
"Finland",2022,"50-54",12.0664615384615
"Finland",2022,"55-59",10.3581538461538
"Finland",2022,"60-64",9.14030769230769
"Finland",2022,"65-999",6.76311912979331
"Finland",2023,"15-19",7.5282967032967
"Finland",2023,"20-24",14.0263406593407
"Finland",2023,"25-29",14.9813626373626
"Finland",2023,"30-34",15.1902087912088
"Finland",2023,"35-39",14.7042417582418
"Finland",2023,"40-44",14.1684945054945
"Finland",2023,"45-49",12.9832637362637
"Finland",2023,"50-54",12.1968901098901
"Finland",2023,"55-59",10.4625054945055
"Finland",2023,"60-64",9.22678021978021
"Finland",2023,"65-999",6.81332586445903
"Finland",2024,"15-19",7.57428571428571
"Finland",2024,"20-24",14.1492967032967
"Finland",2024,"25-29",15.129032967033
"Finland",2024,"30-34",15.3467252747253
"Finland",2024,"35-39",14.8621758241759
"Finland",2024,"40-44",14.3234505494505
"Finland",2024,"45-49",13.1239120879121
"Finland",2024,"50-54",12.3273186813186
"Finland",2024,"55-59",10.5668571428571
"Finland",2024,"60-64",9.31325274725276
"Finland",2024,"65-999",6.86353259912475
"Finland",2025,"15-19",7.62027472527473
"Finland",2025,"20-24",14.2722527472528
"Finland",2025,"25-29",15.2767032967033
"Finland",2025,"30-34",15.5032417582418
"Finland",2025,"35-39",15.0201098901099
"Finland",2025,"40-44",14.4784065934065
"Finland",2025,"45-49",13.2645604395605
"Finland",2025,"50-54",12.4577472527472
"Finland",2025,"55-59",10.6712087912088
"Finland",2025,"60-64",9.39972527472528
"Finland",2025,"65-999",6.91373933379047
"Finland",2026,"15-19",7.66626373626373
"Finland",2026,"20-24",14.3952087912088
"Finland",2026,"25-29",15.4243736263736
"Finland",2026,"30-34",15.6597582417583
"Finland",2026,"35-39",15.178043956044
"Finland",2026,"40-44",14.6333626373626
"Finland",2026,"45-49",13.4052087912088
"Finland",2026,"50-54",12.5881758241758
"Finland",2026,"55-59",10.7755604395605
"Finland",2026,"60-64",9.48619780219781
"Finland",2026,"65-999",6.9639460684562
"Finland",2027,"15-19",7.71225274725275
"Finland",2027,"20-24",14.5181648351648
"Finland",2027,"25-29",15.572043956044
"Finland",2027,"30-34",15.8162747252747
"Finland",2027,"35-39",15.3359780219781
"Finland",2027,"40-44",14.7883186813186
"Finland",2027,"45-49",13.5458571428571
"Finland",2027,"50-54",12.7186043956044
"Finland",2027,"55-59",10.8799120879121
"Finland",2027,"60-64",9.57267032967033
"Finland",2027,"65-999",7.01415280312192
"Finland",2028,"15-19",7.75824175824175
"Finland",2028,"20-24",14.6411208791209
"Finland",2028,"25-29",15.7197142857142
"Finland",2028,"30-34",15.9727912087912
"Finland",2028,"35-39",15.4939120879121
"Finland",2028,"40-44",14.9432747252747
"Finland",2028,"45-49",13.6865054945055
"Finland",2028,"50-54",12.849032967033
"Finland",2028,"55-59",10.9842637362637
"Finland",2028,"60-64",9.65914285714285
"Finland",2028,"65-999",7.06435953778764
"Finland",2029,"15-19",7.80423076923077
"Finland",2029,"20-24",14.7640769230769
"Finland",2029,"25-29",15.8673846153846
"Finland",2029,"30-34",16.1293076923077
"Finland",2029,"35-39",15.6518461538462
"Finland",2029,"40-44",15.0982307692307
"Finland",2029,"45-49",13.8271538461538
"Finland",2029,"50-54",12.9794615384615
"Finland",2029,"55-59",11.0886153846154
"Finland",2029,"60-64",9.74561538461538
"Finland",2029,"65-999",7.11456627245336
"Finland",2030,"15-19",7.85021978021977
"Finland",2030,"20-24",14.887032967033
"Finland",2030,"25-29",16.0150549450549
"Finland",2030,"30-34",16.2858241758242
"Finland",2030,"35-39",15.8097802197802
"Finland",2030,"40-44",15.2531868131867
"Finland",2030,"45-49",13.9678021978022
"Finland",2030,"50-54",13.1098901098901
"Finland",2030,"55-59",11.192967032967
"Finland",2030,"60-64",9.8320879120879
"Finland",2030,"65-999",7.16477300711908
"Finland",2031,"15-19",7.89620879120879
"Finland",2031,"20-24",15.009989010989
"Finland",2031,"25-29",16.1627252747253
"Finland",2031,"30-34",16.4423406593406
"Finland",2031,"35-39",15.9677142857144
"Finland",2031,"40-44",15.4081428571428
"Finland",2031,"45-49",14.1084505494505
"Finland",2031,"50-54",13.2403186813187
"Finland",2031,"55-59",11.2973186813187
"Finland",2031,"60-64",9.91856043956045
"Finland",2031,"65-999",7.2149797417848
"Finland",2032,"15-19",7.9421978021978
"Finland",2032,"20-24",15.1329450549451
"Finland",2032,"25-29",16.3103956043956
"Finland",2032,"30-34",16.5988571428571
"Finland",2032,"35-39",16.1256483516484
"Finland",2032,"40-44",15.5630989010988
"Finland",2032,"45-49",14.2490989010989
"Finland",2032,"50-54",13.3707472527472
"Finland",2032,"55-59",11.4016703296703
"Finland",2032,"60-64",10.005032967033
"Finland",2032,"65-999",7.26518647645052
"Finland",2033,"15-19",7.98818681318681
"Finland",2033,"20-24",15.2559010989011
"Finland",2033,"25-29",16.4580659340659
"Finland",2033,"30-34",16.7553736263736
"Finland",2033,"35-39",16.2835824175825
"Finland",2033,"40-44",15.7180549450549
"Finland",2033,"45-49",14.3897472527472
"Finland",2033,"50-54",13.5011758241758
"Finland",2033,"55-59",11.506021978022
"Finland",2033,"60-64",10.0915054945055
"Finland",2033,"65-999",7.31539321111624
"Finland",2034,"15-19",8.03417582417582
"Finland",2034,"20-24",15.3788571428572
"Finland",2034,"25-29",16.6057362637363
"Finland",2034,"30-34",16.9118901098901
"Finland",2034,"35-39",16.4415164835165
"Finland",2034,"40-44",15.8730109890109
"Finland",2034,"45-49",14.5303956043956
"Finland",2034,"50-54",13.6316043956044
"Finland",2034,"55-59",11.6103736263736
"Finland",2034,"60-64",10.177978021978
"Finland",2034,"65-999",7.36559994578197
"Finland",2035,"15-19",8.08016483516484
"Finland",2035,"20-24",15.5018131868132
"Finland",2035,"25-29",16.7534065934066
"Finland",2035,"30-34",17.0684065934066
"Finland",2035,"35-39",16.5994505494506
"Finland",2035,"40-44",16.027967032967
"Finland",2035,"45-49",14.6710439560439
"Finland",2035,"50-54",13.7620329670329
"Finland",2035,"55-59",11.7147252747253
"Finland",2035,"60-64",10.2644505494505
"Finland",2035,"65-999",7.41580668044769
"Finland",2036,"15-19",8.12615384615384
"Finland",2036,"20-24",15.6247692307692
"Finland",2036,"25-29",16.9010769230769
"Finland",2036,"30-34",17.2249230769231
"Finland",2036,"35-39",16.7573846153846
