"country","year","Yt","DR.2.Yt","DR.3.Yt"
"Comoros",2037,3792660341.76469,2552351686.22344,2099904075.09917
"Comoros",2038,3859752477.00644,2546571343.05701,2074807149.20302
"Comoros",2039,3926844612.2482,2540036383.71094,2049390755.26352
"Comoros",2040,3993936747.48994,2532778623.33074,2023694793.70328
"Comoros",2041,4061028882.7317,2524828919.53458,1997757111.66487
"Comoros",2042,4128121017.97345,2516217197.73144,1971613588.77023
"Comoros",2043,4195213153.21521,2506972475.81466,1945298219.62655
"Comoros",2044,4262305288.45695,2497122888.24534,1918843193.19489
"Comoros",2045,4329397423.69872,2486695709.54042,1892278969.13464
"Comoros",2046,4396489558.94046,2475717377.17906,1865634351.2324
"Comoros",2047,4463581694.18222,2464213513.94164,1838936558.02065
"Comoros",2048,4530673829.42397,2452208949.69423,1812211290.68729
"Comoros",2049,4597765964.66573,2439727742.63225,1785482798.37417
"Comoros",2050,4664858099.90746,2426793199.99572,1758773940.95909
"Congo, Dem. Rep.",2015,61999968295.2099,64504767014.3364,65775766364.3882
"Congo, Dem. Rep.",2016,63487594859.5129,64757346756.7032,65392222705.2983
"Congo, Dem. Rep.",2017,65853744289.777,65853744289.777,65853744289.777
"Congo, Dem. Rep.",2018,69687170493.5653,68320755385.8483,67657447081.1314
"Congo, Dem. Rep.",2019,72742624605.5372,69917939836.1565,68566900372.8317
"Congo, Dem. Rep.",2020,76848723154.9805,72416268210.3607,70327468027.2204
"Congo, Dem. Rep.",2021,80242502771.1084,74131669158.0084,71294424404.4686
"Congo, Dem. Rep.",2022,83636282387.2354,75751957777.7542,72145391880.4638
"Congo, Dem. Rep.",2023,87030062003.3633,77280204448.8765,72886306786.0191
"Congo, Dem. Rep.",2024,90423841619.4902,78719395711.2196,73522858043.8633
"Congo, Dem. Rep.",2025,93817621235.6182,80072436372.5611,74060496544.7642
"Congo, Dem. Rep.",2026,97211400851.7451,81342151565.5555,74504444187.3409
"Congo, Dem. Rep.",2027,100605180467.873,82531288755.4528,74859702593.2311
"Congo, Dem. Rep.",2028,103998960084,83642519699.6995,75131061508.827
"Congo, Dem. Rep.",2029,107392739700.128,84678442360.5681,75323106904.4709
"Congo, Dem. Rep.",2030,110786519316.255,85641582771.8749,75440228781.5839
"Congo, Dem. Rep.",2031,114180298932.383,86534396860.878,75486628697.891
"Congo, Dem. Rep.",2032,117574078548.51,87359272226.3701,75466327020.5212
"Congo, Dem. Rep.",2033,120967858164.638,88118529874.0078,75383169916.4703
"Congo, Dem. Rep.",2034,124361637780.765,88814425909.8473,75240836089.5532
"Congo, Dem. Rep.",2035,127755417396.893,89449153193.0809,75042843272.7023
"Congo, Dem. Rep.",2036,131149197013.02,90024842948.9014,74792554484.1295
"Congo, Dem. Rep.",2037,134542976629.147,90543566342.4433,74493184055.6173
"Congo, Dem. Rep.",2038,137936756245.274,91007336014.6894,74147803440.8919
"Congo, Dem. Rep.",2039,141330535861.402,91418107581.2417,73759346811.783
"Congo, Dem. Rep.",2040,144724315477.529,91777781094.8125,73330616449.5998
"Congo, Dem. Rep.",2041,148118095093.657,92088202472.2957,72864287938.9134
"Congo, Dem. Rep.",2042,151511874709.784,92351164887.2262,72362915170.6676
"Congo, Dem. Rep.",2043,154905654325.912,92568410128.4566,71828935161.3369
"Congo, Dem. Rep.",2044,158299433942.039,92741629925.8216,71264672694.5857
"Congo, Dem. Rep.",2045,161693213558.167,92872467243.5794,70672344791.6958
"Congo, Dem. Rep.",2046,165086993174.294,92962517542.3682,70054065016.785
"Congo, Dem. Rep.",2047,168480772790.422,93013330010.4308,69411847622.6617
"Congo, Dem. Rep.",2048,171874552406.549,93026408764.8117,68747611542.933
"Congo, Dem. Rep.",2049,175268332022.676,93003214023.2459,68063184235.8189
"Congo, Dem. Rep.",2050,178662111638.804,92945163247.4149,67360305384.9131
"Congo, Rep.",2015,35781967447.9219,37227558932.8179,37961089265.5003
"Congo, Rep.",2016,32674216467.7568,33327700797.1119,33654442961.7895
"Congo, Rep.",2017,30846167991.8787,30846167991.8787,30846167991.8787
"Congo, Rep.",2018,30135374251.8358,29544484560.6233,29257644904.695
"Congo, Rep.",2019,30474238675.9214,29290886847.2908,28724892709.8891
"Congo, Rep.",2020,31827612210.0362,29991869840.8193,29126773851.1414
"Congo, Rep.",2021,31738656791.3702,29321612904.9327,28199385477.3737
"Congo, Rep.",2022,31649701372.7042,28666109655.1744,27301310427.2302
"Congo, Rep.",2023,31560745954.0383,28025039207.6347,26431627865.6994
"Congo, Rep.",2024,31471790535.3723,27398087589.7734,25589445731.0873
"Congo, Rep.",2025,31382835116.7063,26784947592.7557,24773899840.0796
"Congo, Rep.",2026,31293879698.0403,26185318626.9207,23984153020.5266
"Congo, Rep.",2027,31204924279.3743,25598906580.3177,23219394271.0955
"Congo, Rep.",2028,31115968860.7084,25025423680.2455,22478837946.9603
"Congo, Rep.",2029,31027013442.0424,24464588357.7307,21761722970.7255
"Congo, Rep.",2030,30938058023.3764,23916125114.8839,21067312067.8048
"Congo, Rep.",2031,30849102604.7104,23379764395.0716,20394891025.4996
"Congo, Rep.",2032,30760147186.0445,22855242455.846,19743767975.0442
"Congo, Rep.",2033,30671191767.3785,22342301244.5734,19113272695.9104
"Congo, Rep.",2034,30582236348.7125,21840688276.7048,18502755941.6828
"Congo, Rep.",2035,30493280930.0465,21350156516.6325,17911588786.8377
"Congo, Rep.",2036,30404325511.3805,20870464261.078,17339161993.7816
"Congo, Rep.",2037,30315370092.7146,20401375024.9583,16784885399.5216
"Congo, Rep.",2038,30226414674.0486,19942657429.6779,16248187321.3619
"Congo, Rep.",2039,30137459255.3826,19494085093.7953,15728513981.0386
"Congo, Rep.",2040,30048503836.7166,19055436526.0135,15225328946.7223
"Congo, Rep.",2041,29959548418.0506,18626495020.4463,14738112592.3361
"Congo, Rep.",2042,29870592999.3847,18207048554.1109,14266361573.6545
"Congo, Rep.",2043,29781637580.7187,17796889686.6012,13809588320.6637
"Congo, Rep.",2044,29692682162.0527,17395815461.8949,13367320545.6807
"Congo, Rep.",2045,29603726743.3867,17003627312.2496,12939100766.7439
"Congo, Rep.",2046,29514771324.7208,16620130964.143,12524485845.8025
"Congo, Rep.",2047,29425815906.0548,16245136346.2149,12123046541.2471
"Congo, Rep.",2048,29336860487.3888,15878457499.169,11734367074.3394
"Congo, Rep.",2049,29247905068.7228,15519912487.5912,11358044709.1073
"Congo, Rep.",2050,29158949650.0568,15169323313.6457,10993689345.2934
"Costa Rica",2015,95845555775.1799,99717716228.4972,101682550121.888
"Costa Rica",2016,99875212762.4135,101872717017.662,102871469145.286
"Costa Rica",2017,104027723447.492,104027723447.492,104027723447.492
"Costa Rica",2018,106748989246.887,104655871810.674,103639795385.327
"Costa Rica",2019,109329658677.126,105084254783.858,103053689016.049
"Costa Rica",2020,113174808504.483,106647149761.859,103570982051.769
"Costa Rica",2021,116526967702.264,107652906120.476,103532701536.351
"Costa Rica",2022,119879126900.045,108578218688.881,103408787928.283
"Costa Rica",2023,123231286097.825,109425855444.868,103204262037.808
"Costa Rica",2024,126583445295.605,110198506746.106,102923924846.452
"Costa Rica",2025,129935604493.386,110898787309.872,102572366053.242
"Costa Rica",2026,133287763691.166,111529238144.974,102153972309.573
"Costa Rica",2027,136639922888.947,112092328437.02,101672935153.623
"Costa Rica",2028,139992082086.728,112590457388.069,101133258654.813
"Costa Rica",2029,143344241284.508,113025956011.765,100538766778.481
"Costa Rica",2030,146696400482.288,113401088884.978,99893110480.5898
"Costa Rica",2031,150048559680.069,113718055856.97,99199774541.9313
"Costa Rica",2032,153400718877.85,113978993717.07,98462084150.9932
"Costa Rica",2033,156752878075.63,114185977821.85,97683211244.3341
"Costa Rica",2034,160105037273.41,114341023682.722,96866180613.0031
"Costa Rica",2035,163457196471.19,114446088514.901,96013875783.2522
"Costa Rica",2036,166809355668.972,114503072748.633,95129044679.5152
"Costa Rica",2037,170161514866.752,114513821503.565,94214305077.3381
"Costa Rica",2038,173513674064.532,114480126027.142,93272149853.7103
"Costa Rica",2039,176865833262.312,114403725097.852,92304952041.9503
"Costa Rica",2040,180217992460.093,114286306394.153,91314969698.094
"Costa Rica",2041,183570151657.874,114129507829.893,90304350585.4682
"Costa Rica",2042,186922310855.654,113934918857.004,89275136683.9194
"Costa Rica",2043,190274470053.435,113704081736.252,88229268529.9333
"Costa Rica",2044,193626629251.215,113438492776.768,87168589393.6684
"Costa Rica",2045,196978788448.995,113139603545.131,86094849298.7308
"Costa Rica",2046,200330947646.776,112808822044.695,85009708890.2983
"Costa Rica",2047,203683106844.557,112447513865.865,83914743157.0212
"Costa Rica",2048,207035266042.337,112057003308.025,82811445011.9379
"Costa Rica",2049,210387425240.117,111638574473.766,81701228737.4595
"Costa Rica",2050,213739584437.897,111193472336.08,80585433299.3013
"Cote d'Ivoire",2015,117573395998.951,122323361197.309,124733615815.287
"Cote d'Ivoire",2016,126006653094.028,128526786155.909,129786852686.849
"Cote d'Ivoire",2017,135344706795.686,135344706795.686,135344706795.686
"Cote d'Ivoire",2018,141899648628.78,139117302577.235,137766649154.155
"Cote d'Ivoire",2019,151437251419.845,145556758381.243,142744133678.806
"Cote d'Ivoire",2020,157122352751.844,148059902254.642,143789210618.795
"Cote d'Ivoire",2021,164857290149.799,152302653452.018,146473567052.575
"Cote d'Ivoire",2022,172592227547.754,156322098027.176,148879571599.123
"Cote d'Ivoire",2023,180327164945.707,160125361902.557,151021161694.426
"Cote d'Ivoire",2024,188062102343.662,163719377406.807,152911699021.017
"Cote d'Ivoire",2025,195797039741.617,167110888126.998,154563991223.365
"Cote d'Ivoire",2026,203531977139.572,170306453645.01,155990312846.749
"Cote d'Ivoire",2027,211266914537.527,173312454160.73,157202425526.38
"Cote d'Ivoire",2028,219001851935.48,176135095004.688,158211597452.723
"Cote d'Ivoire",2029,226736789333.436,178780411042.71,159028622138.025
"Cote d'Ivoire",2030,234471726731.391,181254270975.048,159663836508.255
"Cote d'Ivoire",2031,242206664129.346,183562381532.476,160127138343.84
"Cote d'Ivoire",2032,249941601527.299,185710291571.704,160428003091.767
"Cote d'Ivoire",2033,257676538925.254,187703396072.474,160575500070.883
"Cote d'Ivoire",2034,265411476323.209,189546940038.585,160578308091.481
"Cote d'Ivoire",2035,273146413721.164,191246022305.112,160444730509.538
"Cote d'Ivoire",2036,280881351119.119,192805599253.982,160182709735.288
"Cote d'Ivoire",2037,288616288517.072,194230488440.034,159799841215.151
"Cote d'Ivoire",2038,296351225915.027,195525372129.65,159303386905.386
"Cote d'Ivoire",2039,304086163312.982,196694800753.991,158700288255.202
"Cote d'Ivoire",2040,311821100710.938,197743196278.827,157997178716.497
"Cote d'Ivoire",2041,319556038108.893,198674855492.903,157200395796.758
"Cote d'Ivoire",2042,327290975506.846,199493953216.737,156315992671.151
"Cote d'Ivoire",2043,335025912904.801,200204545433.72,155349749369.228
"Cote d'Ivoire",2044,342760850302.756,200810572345.302,154307183551.191
"Cote d'Ivoire",2045,350495787700.711,201315861352.072,153193560888.137
"Cote d'Ivoire",2046,358230725098.664,201724129962.441,152013905060.205
"Cote d'Ivoire",2047,365965662496.619,202038988630.631,150773007386.074
"Cote d'Ivoire",2048,373700599894.574,202263943525.611,149475436096.811
"Cote d'Ivoire",2049,381435537292.529,202402399232.619,148125545266.62
"Cote d'Ivoire",2050,389170474690.484,202457661388.823,146727483412.599
"Croatia",2015,114225189657.849,118839887320.026,121181503708.012
"Croatia",2016,118178671363.336,120542244790.603,121724031504.236
"Croatia",2017,122056064079.201,122056064079.201,122056064079.201
"Croatia",2018,125601403984.131,123138631356.991,121943110664.205
"Croatia",2019,129495599041.538,124467127106.438,122062021907.379
"Croatia",2020,126675881695.133,119369512569.763,115926376574.509
"Croatia",2021,128327199967.053,118554496724.352,114017055066.013
"Croatia",2022,129978518238.974,117725548585.078,112120611614.176
"Croatia",2023,131629836510.894,116883527863.521,110237915787.717
"Croatia",2024,133281154782.815,116029265913.596,108369775575.946
"Croatia",2025,134932473054.735,115163566513.085,106516940238.224
"Croatia",2026,136583791326.656,114287206625.432,104680103039.679
"Croatia",2027,138235109598.576,113400937142.248,102859903877.382
"Croatia",2028,139886427870.497,112505483607.03,101056931801.045
"Croatia",2029,141537746142.417,111601546920.505,99271727432.1518
"Croatia",2030,143189064414.338,110689804028.066,97504785285.3129
"Croatia",2031,144840382686.258,109770908589.725,95756555995.468
"Croatia",2032,146491700958.179,108845491633,94027448454.4743
"Croatia",2033,148143019230.099,107914162189.153,92317831860.4473
"Croatia",2034,149794337502.02,106977507913.18,90628037683.1442
"Croatia",2035,151445655773.94,106036095687.941,88958361548.524
"Croatia",2036,153096974045.861,105090472212.822,87309065045.5424
"Croatia",2037,154748292317.781,104141164577.292,85680377458.0948
"Croatia",2038,156399610589.702,103188680819.738,84072497424.9537
"Croatia",2039,158050928861.622,102233510471.907,82485594530.4075
"Croatia",2040,159702247133.543,101276125089.344,80919810828.246
"Croatia",2041,161353565405.463,100316978768.122,79375262301.6107
"Croatia",2042,163004883677.384,99356508648.2367,77852040261.1675
"Croatia",2043,164656201949.304,98395135403.9602,76350212683.9418
"Croatia",2044,166307520221.225,97433263721.4942,74869825495.1014
"Croatia",2045,167958838493.145,96471282764.2133,73410903794.8596
"Croatia",2046,169610156765.066,95509566625.8184,71973453032.6232
"Croatia",2047,171261475036.986,94548474771.6798,70557460130.4021
"Croatia",2048,172912793308.907,93588352468.6745,69162894557.4566
"Croatia",2049,174564111580.827,92629531203.7828,67789709358.0526
"Croatia",2050,176215429852.748,91672329091.7368,66437842134.1617
"Cyprus",2015,31550537449.9801,32825179162.9593,33471965180.6839
"Cyprus",2016,33624540741.8626,34297031556.6999,34633276964.1185
"Cyprus",2017,35558231745.42,35558231745.42,35558231745.42
"Cyprus",2018,37788325739.8147,37047378176.2889,36687694893.024
"Cyprus",2019,40008613292.9594,38455030077.8156,37711955220.0579
"Cyprus",2020,37380315285.7417,35224305966.1647,34208283757.7379
"Cyprus",2021,37957161232.8853,35066549789.952,33724446131.0661
"Cyprus",2022,38534007180.0291,34901437529.1595,33239773091.0155
"Cyprus",2023,39110853127.1729,34729318309.8169,32754723759.474
"Cyprus",2024,39687699074.3164,34550530394.9121,32269731222.0761
"Cyprus",2025,40264545021.4602,34365401476.167,31785203655.3899
"Cyprus",2026,40841390968.604,34174248958.5434,31301525410.526
"Cyprus",2027,41418236915.7476,33977380237.6599,30819058054.7587
"Cyprus",2028,41995082862.8914,33775092970.2836,30338141372.6808
"Cyprus",2029,42571928810.0352,33567675338.0609,29859094328.3663
"Cyprus",2030,43148774757.1787,33355406304.6524,29382215989.9646
"Cyprus",2031,43725620704.3225,33138555866.4266,28907786418.0989
"Cyprus",2032,44302466651.4663,32917385296.8646,28436067519.3883
"Cyprus",2033,44879312598.6099,32692147384.8299,27967303866.3784
"Cyprus",2034,45456158545.7537,32463086666.8478,27501723485.1083
"Cyprus",2035,46033004492.8975,32230439653.5368,27039538611.5041
"Cyprus",2036,46609850440.041,31994435050.3336,26580946417.749
"Cyprus",2037,47186696387.1848,31755293972.6489,26126129709.7361
"Cyprus",2038,47763542334.3284,31513230155.5844,25675257596.6701
"Cyprus",2039,48340388281.4722,31268450158.3463,25228486133.8527
"Cyprus",2040,48917234228.616,31021153563.4775,24785958939.6423
"Cyprus",2041,49494080175.7595,30771533171.0377,24347807787.5486
"Cyprus",2042,50070926122.9033,30519775187.8504,23914153174.3877
"Cyprus",2043,50647772070.0471,30266059411.935,23485104865.388
"Cyprus",2044,51224618017.1907,30010559412.2422,23060762417.1094
"Cyprus",2045,51801463964.3345,29753442703.8055,22641215679.0061
"Cyprus",2046,52378309911.4783,29494870918.417,22226545274.4303
"Cyprus",2047,52955155858.6218,29234999970.9391,21816823061.8534
"Cyprus",2048,53532001805.7656,28973980221.3561,21412112577.0457
"Cyprus",2049,54108847752.9094,28711956632.6676,21012469456.9334
"Cyprus",2050,54685693700.053,28449068924.7267,20617941845.8263
"Czechia",2015,399749226315.7,415899095058.854,424093954198.326
"Czechia",2016,410066234759.577,418267559454.769,422368221802.364
"Czechia",2017,431281279139.113,431281279139.113,431281279139.113
"Czechia",2018,443487858602.829,434792018238.068,430570736507.601
"Czechia",2019,459301644764.768,441466402119.154,432935851413.675
"Czechia",2020,458543388593.305,432095676430.356,419632157522.698
"Czechia",2021,468924659241.848,433213901591.623,416633486184.66
"Czechia",2022,479305929890.391,434122148035.905,413453505530.871
"Czechia",2023,489687200538.93,434828220301.441,410105321150.845
"Czechia",2024,500068471187.473,435339697596.153,406601429012.983
"Czechia",2025,510449741836.016,435663939633.518,402953739858.515
"Czechia",2026,520831012484.559,435808092326.243,399173602691.638
"Czechia",2027,531212283133.102,435779093341.04,395271827397.737
"Czechia",2028,541593553781.645,435583677517.761,391258706520.596
"Czechia",2029,551974824430.188,435228382156.086,387144036228.383
"Czechia",2030,562356095078.73,434719552172.87,382937136497.192
"Czechia",2031,572737365727.273,434063345133.189,378646870539.951
"Czechia",2032,583118636375.816,433265736158.05,374281663507.5
"Czechia",2033,593499907024.355,432332522711.679,369849520487.789
"Czechia",2034,603881177672.898,431269329271.22,365358043828.211
"Czechia",2035,614262448321.441,430081611881.593,360814449805.19
"Czechia",2036,624643718969.984,428774662598.261,356225584664.417
"Czechia",2037,635024989618.527,427353613820.51,351597940054.207
"Czechia",2038,645406260267.07,425823442517.859,346937667873.739
"Czechia",2039,655787530915.613,424188974352.097,342250594557.165
"Czechia",2040,666168801564.156,422454887697.442,337542234813.856
"Czechia",2041,676550072212.699,420625717561.212,332817804844.358
"Czechia",2042,686931342861.242,418705859407.372,328082235050.919
"Czechia",2043,697312613509.781,416699572885.261,323340182260.849
"Czechia",2044,707693884158.324,414610985465.746,318596041480.282
"Czechia",2045,718075154806.867,412444095986.987,313853957195.336
"Czechia",2046,728456425455.41,410202778111.983,309117834237.072
"Czechia",2047,738837696103.953,407890783699.979,304391348226.066
"Czechia",2048,749218966752.496,405511746093.786,299677955611.861
"Czechia",2049,759600237401.039,403069183325.013,294980903322.054
"Czechia",2050,769981508049.582,400566501239.178,290303238035.226
"Denmark",2015,330750534778.746,344112856383.807,350893242346.772
"Denmark",2016,340914649120.636,347732942103.049,351142088594.255
"Denmark",2017,351334627792.25,351334627792.25,351334627792.25
"Denmark",2018,357869478180.117,350852429588.35,347446095320.502
"Denmark",2019,363994059807.643,349859726843.179,343099311723.671
"Denmark",2020,367084777658.074,345912184659.439,335934572549.295
"Denmark",2021,373264666846.52,344838855163.468,331640821937.698
"Denmark",2022,379444556034.965,343674625023.102,327312207222.51
"Denmark",2023,385624445223.41,342423471629.815,322954401866.974
"Denmark",2024,391804334411.855,341089251347.29,318572778417.812
"Denmark",2025,397984223600.301,339675702728.429,314172421221.34
"Denmark",2026,404164112788.746,338186449652.734,309758138654.112
"Denmark",2027,410344001977.189,336625004385.954,305334474885.596
"Denmark",2028,416523891165.635,334994770563.836,300905721189.762
"Denmark",2029,422703780354.08,333299046101.759,296475926821.861
"Denmark",2030,428883669542.525,331541026032.058,292048909476.174
"Denmark",2031,435063558730.971,329723805270.703,287628265339.859
"Denmark",2032,441243447919.416,327850381315.048,283217378757.598
"Denmark",2033,447423337107.861,325923656874.274,278819431521.155
"Denmark",2034,453603226296.307,323946442434.133,274437411797.513
"Denmark",2035,459783115484.752,321921458757.551,270074122708.758
"Denmark",2036,465963004673.195,319851339322.635,265732190576.423
"Denmark",2037,472142893861.641,317738632699.565,261414072842.563
"Denmark",2038,478322783050.086,315585804867.816,257122065679.381
"Denmark",2039,484502672238.531,313395241475.183,252858311298.862
"Denmark",2040,490682561426.977,311169250039.944,248624804973.396
"Denmark",2041,496862450615.422,308910062097.561,244423401778.049
"Denmark",2042,503042339803.867,306619835293.233,240255823064.743
"Denmark",2043,509222228992.312,304300655421.602,236123662678.218
"Denmark",2044,515402118180.756,301954538414.874,232028392923.353
"Denmark",2045,521582007369.201,299583432280.605,227971370293.043
"Denmark",2046,527761896557.646,297189218990.35,223953840965.516
"Denmark",2047,533941785746.092,294773716320.367,219976946079.669
"Denmark",2048,540121674934.537,292338679645.518,216041726796.683
"Denmark",2049,546301564122.982,289885803687.515,212149129155.904
"Denmark",2050,552481453311.428,287416724218.583,208300008732.66
"Djibouti",2015,4816689297.21514,5011283544.82263,5110025675.41554
"Djibouti",2016,5159802900.19962,5262998958.20361,5314596987.20561
"Djibouti",2017,5441429664.60027,5441429664.60027,5441429664.60027
"Djibouti",2018,5701226201.47395,5589437452.42544,5535171069.39218
"Djibouti",2019,6017366640.14406,5783704959.76938,5671945178.75772
"Djibouti",2020,6338295796.12866,5972717691.65768,5800438532.34034
"Djibouti",2021,6644292611.76855,6138299338.56414,5903367928.11826
"Djibouti",2022,6950289427.40833,6295091271.63885,5995380714.09481
"Djibouti",2023,7256286243.04822,6443374524.77818,6077025490.54306
"Djibouti",2024,7562283058.68799,6583422490.30039,6148828161.39486
"Djibouti",2025,7868279874.32788,6715501110.56779,6211292790.96092
"Djibouti",2026,8174276689.96777,6839869065.03065,6264902429.99778
"Djibouti",2027,8480273505.60754,6956777952.80147,6310119912.18249
"Djibouti",2028,8786270321.24744,7066472470.86164,6347388622.01739
"Djibouti",2029,9092267136.88721,7169190588.00093,6377133235.15246
"Djibouti",2030,9398263952.5271,7265163714.59088,6399760432.0829
"Djibouti",2031,9704260768.16699,7354616868.28573,6415659586.14227
"Djibouti",2032,10010257583.8068,7437768835.74773,6425203426.68499
"Djibouti",2033,10316254399.4467,7514832330.488,6428748678.31923
"Djibouti",2034,10622251215.0865,7586014146.91245,6426636677.02193
"Djibouti",2035,10928248030.7263,7651515310.66263,6419193963.94188
"Djibouti",2036,11234244846.3662,7711531225.33581,6406732857.66652
"Djibouti",2037,11540241662.006,7766251815.66932,6389552005.70373
"Djibouti",2038,11846238477.6459,7815861667.27189,6367936915.90463
"Djibouti",2039,12152235293.2858,7860540162.9809,6342160468.52654
"Djibouti",2040,12458232108.9255,7900461615.92562,6312483409.61442
"Djibouti",2041,12764228924.5654,7935795399.37284,6279154826.35429
"Djibouti",2042,13070225740.2052,7966706073.42839,6242412605.02909
"Djibouti",2043,13376222555.8451,7993353508.67085,6202483872.18936
"Djibouti",2044,13682219371.485,8015893006.78598,6159585419.62578
"Djibouti",2045,13988216187.1248,8034475418.27421,6113924113.71449
"Djibouti",2046,14294213002.7646,8049247257.29855,6065697289.68429
"Djibouti",2047,14600209818.4044,8060350813.73975,6015093131.33675
"Djibouti",2048,14906206634.0443,8067924262.5246,5962291036.73244
"Djibouti",2049,15212203449.6842,8072101770.29069,5907461970.33847
"Djibouti",2050,15518200265.324,8073013599.45055,5850768802.11591
"Dominica",2015,1025759400.25042,1067200080.02054,1088228147.72567
"Dominica",2016,1054107779.21259,1075189934.79684,1085731012.58897
"Dominica",2017,984336441.882525,984336441.882525,984336441.882525
"Dominica",2018,1019256608.11855,999271184.429951,989569522.445194
"Dominica",2019,1075341034.15778,1033584231.21663,1013612059.72078
"Dominica",2020,1039433087.47237,979481013.592406,951228520.456043
"Dominica",2021,1041243216.83753,961947783.256486,925131111.890212
"Dominica",2022,1043053346.20268,944725551.951957,899746979.015728
"Dominica",2023,1044863475.56784,927808864.595843,875056711.171832
"Dominica",2024,1046673604.93299,911192360.460933,851041423.318161
"Dominica",2025,1048483734.29815,894870771.572922,827682741.882918
"Dominica",2026,1050293863.6633,878838921.134006,804962790.989389
"Dominica",2027,1052103993.02846,863091721.972759,782864179.051023
"Dominica",2028,1053914122.39361,847624175.019622,761369985.725056
"Dominica",2029,1055724251.75877,832431367.80784,740463749.215382
"Dominica",2030,1057534381.12392,817508472.999197,720129453.915189
"Dominica",2031,1059344510.48908,802850746.934381,700351518.380539
"Dominica",2032,1061154639.85423,788453528.207355,681114783.625898
"Dominica",2033,1062964769.21939,774312236.263582,662404501.733262
"Dominica",2034,1064774898.58454,760422370.021477,644206324.766345
"Dominica",2035,1066585027.9497,746779506.516953,626506293.981915
"Dominica",2036,1068395157.31485,733379299.570455,609290829.330187
"Dominica",2037,1070205286.68001,720217478.476337,592546719.236757
"Dominica",2038,1072015416.04516,707289846.71402,576261110.658428
"Dominica",2039,1073825545.41032,694592280.680767,560421499.405798
"Dominica",2040,1075635674.77547,682120728.445538,545015720.725337
"Dominica",2041,1077445804.14063,669871208.523777,530031940.134227
"Dominica",2042,1079255933.50578,657839808.672588,515458644.501051
"Dominica",2043,1081066062.87094,646022684.70618,501284633.365957
"Dominica",2044,1082876192.23609,634416059.331038,487499010.493746
"Dominica",2045,1084686321.60125,623016221.000715,474091175.653846
"Dominica",2046,1086496450.9664,611819522.78971,461050816.620955
"Dominica",2047,1088306580.33156,600822381.286332,448367901.390637
"Dominica",2048,1090116709.69671,590021275.504038,436032670.603971
"Dominica",2049,1091926839.06187,579412745.811141,424035630.175838
"Dominica",2050,1093736968.42702,568993392.878397,412367544.121266
"Dominican Republic",2015,153957346366.469,160177223159.674,163333348760.187
"Dominican Republic",2016,164209674380.144,167493867867.747,169135964611.548
"Dominican Republic",2017,171872854935.06,171872854935.06,171872854935.06
"Dominican Republic",2018,183873924441.307,180268553373.83,178518373243.987
"Dominican Republic",2019,193163544049.349,185662768213.523,182075166414.694
"Dominican Republic",2020,197948262810.379,186531069131.008,181150701694.366
"Dominican Republic",2021,206307447095.393,190596191354.286,183301494632.808
"Dominican Republic",2022,214666631380.408,194430181883.637,185173321942.897
"Dominican Republic",2023,223025815665.424,198040541799.629,186780609453.823
"Dominican Republic",2024,231384999950.438,201434566885.434,188137179311.883
"Dominican Republic",2025,239744184235.453,204619352793.787,189256272908.528
"Dominican Republic",2026,248103368520.469,207601800090.247,190150572984.904
"Dominican Republic",2027,256462552805.482,210388619175.619,190832224941.439
"Dominican Republic",2028,264821737090.498,212986335090.368,191312857380.019
"Dominican Republic",2029,273180921375.514,215401292203.702,191603601905.364
"Dominican Republic",2030,281540105660.527,217639658790.063,191715112211.357
"Dominican Republic",2031,289899289945.543,219707431495.606,191657582477.173
"Dominican Republic",2032,298258474230.559,221610439697.206,191440765097.2
"Dominican Republic",2033,306617658515.572,223354349756.529,191073987767.987
"Dominican Republic",2034,314976842800.588,224944669171.583,190566169954.619
"Dominican Republic",2035,323336027085.604,226386750628.124,189925838758.156
"Dominican Republic",2036,331695211370.617,227685795953.276,189161144205.091
"Dominican Republic",2037,340054395655.633,228846859973.626,188279873979.011
"Dominican Republic",2038,348413579940.646,229874854280.007,187289467613.979
"Dominican Republic",2039,356772764225.662,230774550901.183,186197030168.524
"Dominican Republic",2040,365131948510.678,231550585888.51,185009345398.417
"Dominican Republic",2041,373491132795.691,232207462813.702,183732888445.86
"Dominican Republic",2042,381850317080.707,232749556181.703,182373838062.076
"Dominican Republic",2043,390209501365.723,233181114760.642,180938088379.693
"Dominican Republic",2044,398568685650.736,233506264830.839,179431260250.816
"Dominican Republic",2045,406927869935.752,233729013354.74,177858712166.076
"Dominican Republic",2046,415287054220.768,233853251069.618,176225550769.44
"Dominican Republic",2047,423646238505.781,233882755504.882,174536640983.1
"Dominican Republic",2048,432005422790.797,233821193925.743,172796615756.194
"Dominican Republic",2049,440364607075.812,233672126204.953,171009885450.711
"Dominican Republic",2050,448723791360.826,233439007624.337,169180646877.434
"Ecuador",2015,221207769638.71,230144563532.114,234679322809.707
"Ecuador",2016,219685961395.269,224079680623.174,226276540237.127
"Ecuador",2017,232802089419.157,232802089419.157,232802089419.157
"Ecuador",2018,235233231272.114,230620814972.661,228381777934.091
"Ecuador",2019,235622315346.597,226472813674.161,222096630546.326
"Ecuador",2020,250337215003.406,235898348866.015,229094014336.066
"Ecuador",2021,257045351505.252,237470172269.505,228381465539.352
"Ecuador",2022,263753488007.098,238889660288.134,227516075666.886
