"country","year","Yt","DR.2.Yt","DR.3.Yt"
"Israel",2035,568153624506.262,397798086618.758,333730375332.624
"Israel",2036,580119287606.797,398211723349.292,330833923606.244
"Israel",2037,592084950707.328,398456198590.729,327823081625.258
"Israel",2038,604050613807.863,398537987097.076,324706970064.842
"Israel",2039,616016276908.398,398463374747.508,321494275340.103
"Israel",2040,627981940008.934,398238463463.898,318193267165.398
"Israel",2041,639947603109.469,397869176008.116,314811815459.154
"Israel",2042,651913266210.004,397361260661.917,311357406617.457
"Israel",2043,663878929310.539,396720295792.191,307837159178.816
"Israel",2044,675844592411.074,395951694304.26,304257838901.786
"Israel",2045,687810255511.605,395060707985.867,300625873276.333
"Israel",2046,699775918612.141,394052431744.438,296947365489.171
"Israel",2047,711741581712.676,392931807740.085,293228107862.531
"Israel",2048,723707244813.211,391703629416.894,289473594785.223
"Israel",2049,735672907913.746,390372545434.812,285689035154.141
"Israel",2050,747638571014.281,388943063504.539,281879364343.772
"Italy",2015,2746861473828.16,2857834677370.82,2914145337584.29
"Italy",2016,2780818755155.23,2836435130258.33,2864243317809.89
"Italy",2017,2825414744043.46,2825414744043.46,2825414744043.46
"Italy",2018,2848770941711.92,2792912687952.86,2765797030788.27
"Italy",2019,2860996799283.82,2749900806693.41,2696763879049.69
"Italy",2020,2816212994093.65,2653780403176.05,2577233832506.79
"Italy",2021,2819394258475.12,2604684489857.66,2504995281623
"Italy",2022,2822575522856.59,2556493614123,2434778440603.82
"Italy",2023,2825756787238.06,2509191160085.79,2366526822528.86
"Italy",2024,2828938051619.54,2462760815505.6,2300185515888.05
"Italy",2025,2832119316001.01,2417186566268.39,2235701140730.06
"Italy",2026,2835300580382.48,2372452690966.84,2173021806028.73
"Italy",2027,2838481844763.96,2328543755578.61,2112097068233.69
"Italy",2028,2841663109145.43,2285444608240.59,2052877890972.45
"Italy",2029,2844844373526.9,2243140374117.83,1995316605871.95
"Italy",2030,2848025637908.37,2201616450365.04,1939366874468.63
"Italy",2031,2851206902289.85,2160858501179.22,1884983651176.77
"Italy",2032,2854388166671.32,2120852452941.71,1832123147285.8
"Italy",2033,2857569431052.79,2081584489448.17,1780742795958.13
"Italy",2034,2860750695434.26,2043041047224.68,1730801218199.59
"Italy",2035,2863931959815.74,2005208810928.66,1682258189775.7
"Italy",2036,2867113224197.21,1968074708832.93,1635074609047.35
"Italy",2037,2870294488578.68,1931625908391.5,1589212465700.68
"Italy",2038,2873475752960.16,1895849811885.57,1544634810345.98
"Italy",2039,2876657017341.63,1860734052148.26,1501305724961.86
"Italy",2040,2879838281723.1,1826266488366.85,1459190294161.04
"Italy",2041,2883019546104.57,1792435201960.91,1418254577255.06
"Italy",2042,2886200810486.05,1759228492534.99,1378465581095.65
"Italy",2043,2889382074867.52,1726634873904.71,1339791233671.39
"Italy",2044,2892563339248.99,1694643070194.75,1302200358438.51
"Italy",2045,2895744603630.46,1663242012007.49,1265662649365.58
"Italy",2046,2898925868011.94,1632420832661.02,1230148646672.25
"Italy",2047,2902107132393.41,1602168864495.37,1195629713242.76
"Italy",2048,2905288396774.88,1572475635245.62,1162078011695.58
"Italy",2049,2908469661156.35,1543330864480.67,1129466482090.8
"Italy",2050,2911650925537.83,1514724460106.64,1097768820257.78
"Jamaica",2015,22758281729.2112,23677716311.0713,24144261086.5202
"Jamaica",2016,23071258868.625,23532684045.9975,23763396634.6838
"Jamaica",2017,23301307711.5751,23301307711.5751,23301307711.5751
"Jamaica",2018,23741684644.048,23276161415.7333,23050179266.066
"Jamaica",2019,23953529714.6036,23023384962.1334,22578499118.2992
"Jamaica",2020,23979194194.8849,22596130254.2809,21944359565.4586
"Jamaica",2021,24184351645.2827,22342602648.9112,21487483199.0722
"Jamaica",2022,24389509095.6804,22090329824.5847,21038604792.7514
"Jamaica",2023,24594666546.0781,21839360047.3295,20597646030.7246
"Jamaica",2024,24799823996.4759,21589739207.9657,20164526374.3438
"Jamaica",2025,25004981446.8736,21341510896.694,19739163258.0107
"Jamaica",2026,25210138897.2714,21094716475.673,19321472275.5757
"Jamaica",2027,25415296347.6691,20849395149.6336,18911367357.5975
"Jamaica",2028,25620453798.0668,20605584034.5824,18508760939.839
"Jamaica",2029,25825611248.4645,20363318224.6391,18113564123.3583
"Jamaica",2030,26030768698.8622,20122630857.0563,17725686826.5427
"Jamaica",2031,26235926149.2599,19883553175.4669,17345037929.418
"Jamaica",2032,26441083599.6577,19646114591.4035,16971525410.5557
"Jamaica",2033,26646241050.0554,19410342744.1332,16605056476.8844
"Jamaica",2034,26851398500.4532,19176263558.8508,16245537686.7058
"Jamaica",2035,27056555950.8509,18943901303.2702,15892875066.1981
"Jamaica",2036,27261713401.2486,18713278642.657,15546974219.6835
"Jamaica",2037,27466870851.6464,18484416693.3393,15207740433.924
"Jamaica",2038,27672028302.0441,18257335074.7358,14875078776.6989
"Jamaica",2039,27877185752.4418,18032051959.9401,14548894189.9102
"Jamaica",2040,28082343202.8395,17808584124.8962,14229091577.4495
"Jamaica",2041,28287500653.2372,17586946996.2017,13915575888.0533
"Jamaica",2042,28492658103.635,17367154697.5733,13608252193.3644
"Jamaica",2043,28697815554.0327,17149220095.0093,13307025761.4077
"Jamaica",2044,28902973004.4304,16933154840.6822,13011802125.6814
"Jamaica",2045,29108130454.8282,16718969415.5926,12722487150.0575
"Jamaica",2046,29313287905.2259,16506673171.0174,12438987089.6758
"Jamaica",2047,29518445355.6237,16296274368.7841,12161208648.0108
"Jamaica",2048,29723602806.0214,16087780220.3981,11889059030.2822
"Jamaica",2049,29928760256.4191,15881196925.0557,11622445993.3741
"Jamaica",2050,30133917706.8168,15676529706.5701,11361277892.42
"Japan",2015,5470535507025.2,5691545141509.02,5803691119403.03
"Japan",2016,5511773866821.31,5622009344157.74,5677127082825.95
"Japan",2017,5604114364492.14,5604114364492.14,5604114364492.14
"Japan",2018,5640170733257.73,5529579150252.68,5475893915784.2
"Japan",2019,5617487703689.78,5399353809774.88,5295020929107.16
"Japan",2020,5730388549684.69,5399873116000.53,5244117286096.79
"Japan",2021,5785876018441.45,5345255095193.63,5140675903231.22
"Japan",2022,5841363487198.22,5290702881770.95,5038811456838.1
"Japan",2023,5896850955954.98,5236234893905.31,4938519839622.25
"Japan",2024,5952338424711.75,5181868802187.52,4839795845775.99
"Japan",2025,6007825893468.52,5127621551862.01,4742633238454.42
"Japan",2026,6063313362225.28,5073509384478.06,4647024814252.15
"Japan",2027,6118800830982.05,5019547858970.81,4552962464798.77
"Japan",2028,6174288299738.81,4965751872186.07,4460437235586.11
"Japan",2029,6229775768495.58,4912135678862.73,4369439382136.52
"Japan",2030,6285263237252.34,4858712911086.02,4279958423616.84
"Japan",2031,6340750706009.11,4805496597224.87,4191983193999.6
"Japan",2032,6396238174765.88,4752499180365.93,4105501890868.45
"Japan",2033,6451725643522.64,4699732536256.84,4020502121961.92
"Japan",2034,6507213112279.41,4647207990770.89,3936970949545.78
"Japan",2035,6562700581036.17,4594936336904.82,3854894932700.89
"Japan",2036,6618188049792.94,4542927851321.55,3774260167610.58
"Japan",2037,6673675518549.7,4491192310449,3695052325927.88
"Japan",2038,6729162987306.47,4439739006146.11,3617256691300.66
"Japan",2039,6784650456063.23,4388576760946.81,3540858194129.01
"Japan",2040,6840137924820,4337713942892.53,3465841444627.31
"Japan",2041,6895625393576.77,4287158479963.43,3392190764259.82
"Japan",2042,6951112862333.53,4236917874118.47,3319890215616.85
"Japan",2043,7006600331090.3,4186999214954.12,3248923630795.45
"Japan",2044,7062087799847.06,4137409192991.08,3179274638346.47
"Japan",2045,7117575268603.83,4088154112598.7,3110926688847.48
"Japan",2046,7173062737360.59,4039239904565.81,3043863079158.57
"Japan",2047,7228550206117.36,3990672138327.13,2978066975416.33
"Japan",2048,7284037674874.12,3942456033853.85,2913521434818.61
"Japan",2049,7339525143630.89,3894596473216.76,2850209426251.3
"Japan",2050,7395012612387.66,3847098011830.4,2788113849805.9
"Jordan",2015,87380594353.861,90910770365.757,92702072550.0111
"Jordan",2016,89123121432.4712,90905583861.1206,91796815075.4453
"Jordan",2017,91327669319.4491,91327669319.4491,91327669319.4491
"Jordan",2018,93080312057.2591,91255207899.2736,90369235007.0477
"Jordan",2019,94710372438.9119,91032653247.7046,89273609613.4526
"Jordan",2020,97331540301.2305,91717684281.7153,89072147298.667
"Jordan",2021,99418615649.0474,91847433329.2605,88332152325.8866
"Jordan",2022,101505690996.864,91936831708.9348,87559700718.8794
"Jordan",2023,103592766344.681,91987411915.5776,86757310919.9786
"Jordan",2024,105679841692.498,92000661859.7112,85927382200.2796
"Jordan",2025,107766917040.315,91978026026.7524,85072199465.1685
"Jordan",2026,109853992388.132,91920906607.9044,84193937881.0138
"Jordan",2027,111941067735.949,91830664603.3954,83294667329.3618
"Jordan",2028,114028143083.766,91708620898.7141,82376356694.7605
"Jordan",2029,116115218431.583,91556057314.4765,81440877992.1246
"Jordan",2030,118202293779.399,91374217630.5433,80490010339.349
"Jordan",2031,120289369127.216,91164308584.9986,79525443780.691
"Jordan",2032,122376444475.033,90927500848.5716,78548782966.2309
"Jordan",2033,124463519822.85,90664929975.0937,77561550692.5674
"Jordan",2034,126550595170.667,90377697328.5462,76565191309.6974
"Jordan",2035,128637670518.484,90066870987.2555,75561073998.8775
"Jordan",2036,130724745866.301,89733486625.7737,74550495926.0914
"Jordan",2037,132811821214.118,89378548374.974,73534685275.5874
"Jordan",2038,134898896561.935,89003029660.8739,72514804167.7997
"Jordan",2039,136985971909.752,88607874022.692,71491951465.812
"Jordan",2040,139073047257.569,88193995910.6283,70467165474.3831
"Jordan",2041,141160122605.386,87762281463.8503,69441426535.4107
"Jordan",2042,143247197953.203,87313589269.1525,68415659523.5771
"Jordan",2043,145334273301.02,86848751100.7505,67390736245.7895
"Jordan",2044,147421348648.836,86368572641.6551,66367477747.9016
"Jordan",2045,149508423996.653,85873834187.0688,65346656532.0844
"Jordan",2046,151595499344.47,85365291330.2243,64328998688.0876
"Jordan",2047,153682574692.287,84843675631.0925,63315185941.5366
"Jordan",2048,155769650040.104,84309695268.3627,62305857622.2808
"Jordan",2049,157856725387.921,83764035675.0936,61301612555.7186
"Jordan",2050,159943800735.738,83207360158.4277,60303010879.9129
"Kazakhstan",2015,400337643406.359,416511284199.976,424718205889.806
"Kazakhstan",2016,404741357480.233,412836184629.838,416883598204.64
"Kazakhstan",2017,421335753147.339,421335753147.339,421335753147.339
"Kazakhstan",2018,438610518997.301,430010312742.452,425835455337.185
"Kazakhstan",2019,458347992356.209,440549781195.895,432036942554.632
"Kazakhstan",2020,469513261957.082,442432833108.195,429671145635.719
"Kazakhstan",2021,483666179211.5,446832787388.265,429731135744.286
"Kazakhstan",2022,497819096465.918,450890093390.873,429423125645.688
"Kazakhstan",2023,511972013720.336,454616496663.895,428768501353.409
"Kazakhstan",2024,526124930974.754,458023413882.615,427787715281.68
"Kazakhstan",2025,540277848229.172,461121941230.911,426500322487.371
"Kazakhstan",2026,554430765483.59,463922862580.203,424925015592.709
"Kazakhstan",2027,568583682738.008,466436657470.88,423079658434.922
"Kazakhstan",2028,582736599992.426,468673508900.799,420981318487.351
"Kazakhstan",2029,596889517246.844,470643310925.366,418646298095.033
"Kazakhstan",2030,611042434501.262,472355676073.575,416090164566.328
"Kazakhstan",2031,625195351755.68,473819942584.32,413327779160.715
"Kazakhstan",2032,639348269010.098,475045181467.165,410373325011.542
"Kazakhstan",2033,653501186264.516,476040203391.673,407240334021.172
"Kazakhstan",2034,667654103518.934,476813565409.311,403941712764.702
"Kazakhstan",2035,681807020773.352,477373577511.844,400489767437.19
"Kazakhstan",2036,695959938027.77,477728309030.036,396896227878.13
"Kazakhstan",2037,710112855282.188,477885594876.423,393172270705.777
"Kazakhstan",2038,724265772536.605,477853041635.781,389328541592.77
"Kazakhstan",2039,738418689791.023,477638033506.891,385375176713.479
"Kazakhstan",2040,752571607045.441,477247738099.075,381321823392.399
"Kazakhstan",2041,766724524299.859,476689112086.911,377177659981.962
"Kazakhstan",2042,780877441554.277,475968906726.474,372951414997.118
"Kazakhstan",2043,795030358808.695,475093673236.347,368651385533.134
"Kazakhstan",2044,809183276063.113,474069768046.592,364285454992.117
"Kazakhstan",2045,823336193317.531,472903357918.781,359861110142.924
"Kazakhstan",2046,837489110571.949,471600424940.14,355385457538.228
"Kazakhstan",2047,851642027826.367,470166771394.757,350865239311.74
"Kazakhstan",2048,865794945080.785,468608024514.767,346306848377.752
"Kazakhstan",2049,879947862335.203,466929641114.349,341716343054.415
"Kazakhstan",2050,894100779589.621,465136912109.289,337099461131.439
"Kenya",2015,185192891997.742,192674684834.451,196471139120.404
"Kenya",2016,192996026111.063,196855946633.284,198785906894.395
"Kenya",2017,200403132870.007,200403132870.007,200403132870.007
"Kenya",2018,211721794412.638,207570386679.057,205555140206.445
"Kenya",2019,222549583315.227,213907711760.118,209774326812.355
"Kenya",2020,227213945021.986,214108775114.762,207932946675.598
"Kenya",2021,235413780501.457,217485944339.881,209162094876.411
"Kenya",2022,243613615980.928,220648357688,210143245140.739
"Kenya",2023,251813451460.398,223603138546.365,210889801219.257
"Kenya",2024,260013286939.869,226357213520.363,211414596447.291
"Kenya",2025,268213122419.342,228917317411.743,211729915602.003
"Kenya",2026,276412957898.812,231289998077.268,211847515970.244
"Kenya",2027,284612793378.283,233481621170.593,211778647654.539
"Kenya",2028,292812628857.754,235498374770.033,211534073143.658
"Kenya",2029,301012464337.225,237346273894.919,211124086173.434
"Kenya",2030,309212299816.695,239031164913.111,210558529902.551
"Kenya",2031,317412135296.166,240558729842.203,209846814427.204
"Kenya",2032,325611970775.639,241934490546.891,208997933657.735
"Kenya",2033,333811806255.109,243163812834.921,208020481579.534
"Kenya",2034,342011641734.58,244251910454.007,206922667919.791
"Kenya",2035,350211477214.051,245203848991.977,205712333240.866
"Kenya",2036,358411312693.521,246024549682.455,204396963480.434
"Kenya",2037,366611148172.992,246718793118.254,202983703957.799
"Kenya",2038,374810983652.465,247291222874.649,201479372865.146
"Kenya",2039,383010819131.936,247746349044.625,199890474261.854
"Kenya",2040,391210654611.406,248088551688.183,198223210589.379
"Kenya",2041,399410490090.877,248322084197.683,196483494723.6
"Kenya",2042,407610325570.348,248451076581.209,194676961580.956
"Kenya",2043,415810161049.818,248479538665.882,192808979294.156
"Kenya",2044,424009996529.289,248411363222.982,190884659972.67
"Kenya",2045,432209832008.762,248250329016.726,188908870062.725
"Kenya",2046,440409667488.232,248000103778.487,186886240320.993
"Kenya",2047,448609502967.703,247664247108.216,184821175415.705
"Kenya",2048,456809338447.174,247246213304.761,182717863168.404
"Kenya",2049,465009173926.645,246749354126.776,180580283449.154
"Kenya",2050,473209009406.115,246176921485.832,178412216737.536
"Kiribati",2015,266024062.310407,276771434.427747,282224927.705111
"Kiribati",2016,284879926.591433,290577525.123262,293426324.389176
"Kiribati",2017,295560445.43875,295560445.43875,295560445.43875
"Kiribati",2018,305844290.254925,299847343.387181,296936204.130995
"Kiribati",2019,315827840.956332,303563860.973022,297698030.875985
"Kiribati",2020,333131994.45586,313917718.727959,304862966.189963
"Kiribati",2021,346969977.527004,320546626.706845,308278331.048341
"Kiribati",2022,360807960.598148,326794886.345641,311236116.287698
"Kiribati",2023,374645943.669289,332674876.430469,313760079.653421
"Kiribati",2024,388483926.740433,338198636.651786,315872983.125979
"Kiribati",2025,402321909.811577,343377876.142997,317596630.772077
"Kiribati",2026,416159892.882721,348223981.814618,318951905.235649
"Kiribati",2027,429997875.953861,352748026.488678,319958802.915785
"Kiribati",2028,443835859.025005,356960776.838031,320636467.877152
"Kiribati",2029,457673842.096149,360872701.13505,321003224.536855
"Kiribati",2030,471511825.167294,364493976.814179,321076609.170298
"Kiribati",2031,485349808.238434,367834497.852625,320873400.277081
"Kiribati",2032,499187791.309578,370903881.973451,320409647.846632
"Kiribati",2033,513025774.380722,373711477.67514,319700701.561863
"Kiribati",2034,526863757.451866,376266371.091729,318761237.977949
"Kiribati",2035,540701740.523006,378577392.687412,317605286.711952
"Kiribati",2036,554539723.594151,380653123.7895,316246255.677891
"Kiribati",2037,568377706.665295,382501902.963444,314696955.400606
"Kiribati",2038,582215689.736439,384131832.233685,312969622.440718
"Kiribati",2039,596053672.807579,385550783.153855,311075941.961797
"Kiribati",2040,609891655.878723,386766402.729894,309027069.469872
"Kiribati",2041,623729638.949867,387786119.19947,306833651.754301
"Kiribati",2042,637567622.021011,388617147.671112,304505847.058147
"Kiribati",2043,651405605.092152,389266495.626294,302053344.505119
"Kiribati",2044,665243588.163296,389740968.287706,299485382.809313
"Kiribati",2045,679081571.23444,390047173.856812,296810768.29302
"Kiribati",2046,692919554.305584,390191528.623789,294037892.237071
"Kiribati",2047,706757537.376724,390180261.952821,291174747.587279
"Kiribati",2048,720595520.447868,390019421.145683,288228945.039801
"Kiribati",2049,734433503.519012,389714876.18644,285207728.527393
"Kiribati",2050,748271486.590153,389272324.370101,282117990.127843
"Korea, Rep.",2015,2089434273117.85,2173847417751.81,2216680820350.73
"Korea, Rep.",2016,2151007429661.11,2194027578254.33,2215537652550.94
"Korea, Rep.",2017,2218971429181.49,2218971429181.49,2218971429181.49
"Korea, Rep.",2018,2283485888252.42,2238711655149.43,2216976590536.33
"Korea, Rep.",2019,2334726806023.54,2244066518669.3,2200703936302.71
"Korea, Rep.",2020,2395694118096.14,2257516074224.98,2192399490537.11
"Korea, Rep.",2021,2455819945443,2268798023742.2,2181964213539.12
"Korea, Rep.",2022,2515945772789.88,2278769602277.13,2170276924642.75
"Korea, Rep.",2023,2576071600136.75,2287477859384.03,2157419409204.4
"Korea, Rep.",2024,2636197427483.62,2294968503331.68,2143469750512.12
"Korea, Rep.",2025,2696323254830.5,2301285935613.81,2128502476058.6
"Korea, Rep.",2026,2756449082177.38,2306473284621.78,2112588698433.98
"Korea, Rep.",2027,2816574909524.23,2310572438499.22,2095796251027.77
"Korea, Rep.",2028,2876700736871.11,2313624077197.86,2078189818723.03
"Korea, Rep.",2029,2936826564217.98,2315667703752.8,2059831063758.75
"Korea, Rep.",2030,2996952391564.86,2316741674796.09,2040778746931.85
"Korea, Rep.",2031,3057078218911.73,2316883230326.05,2021088844302.81
"Korea, Rep.",2032,3117204046258.61,2316128522749.96,2000814659564.48
"Korea, Rep.",2033,3177329873605.47,2314512645217.08,1980006932227.35
"Korea, Rep.",2034,3237455700952.34,2312069659258.84,1958713941770.08
"Korea, Rep.",2035,3297581528299.22,2308832621752.17,1936981607898.02
"Korea, Rep.",2036,3357707355646.09,2304833611222.2,1914853587048.58
"Korea, Rep.",2037,3417833182992.97,2300103753499.73,1892371365276.71
"Korea, Rep.",2038,3477959010339.84,2294673246748.61,1869574347649.58
"Korea, Rep.",2039,3538084837686.7,2288571385877.95,1846499944275.07
"Korea, Rep.",2040,3598210665033.58,2281826586353.74,1823183653084.24
"Korea, Rep.",2041,3658336492380.45,2274466407423.75,1799659139483.89
"Korea, Rep.",2042,3718462319727.33,2266517574770,1775958312991.4
"Korea, Rep.",2043,3778588147074.2,2258006002601.94,1752111400959.93
"Korea, Rep.",2044,3838713974421.08,2248956815203.72,1728147019498.6
"Korea, Rep.",2045,3898839801767.94,2239394367948.52,1704092241688.35
"Korea, Rep.",2046,3958965629114.81,2229342267792.46,1679972663191.08
"Korea, Rep.",2047,4019091456461.69,2218823393260.37,1655812465345.72
"Korea, Rep.",2048,4079217283808.56,2207859913935.7,1631634475842.3
"Korea, Rep.",2049,4139343111155.44,2196473309466.03,1607460227061.38
"Korea, Rep.",2050,4199468938502.31,2184684388095.92,1583310012163.39
"Kuwait",2015,184259518959.567,191703603525.533,195480923664.205
"Kuwait",2016,189651088654.559,193444110427.65,195340621314.196
"Kuwait",2017,180714309128.264,180714309128.264,180714309128.264
"Kuwait",2018,185671899958.223,182031274468.846,180263980541.964
"Kuwait",2019,189875171818.306,182502087483.954,178975560202.004
"Kuwait",2020,195366001353.896,184097746486.924,178787566660.196
"Kuwait",2021,198179125903.751,183086879000.113,176079586532.735
"Kuwait",2022,200992250453.606,182044873772.882,173377680834.422
"Kuwait",2023,203805375003.462,180973340538.799,170683792992.908
"Kuwait",2024,206618499553.317,179873837876.074,167999748073.303
"Kuwait",2025,209431624103.173,178747874594.765,165327258024.41
"Kuwait",2026,212244748653.029,177596911089.241,162667926719.749
"Kuwait",2027,215057873202.885,176422360656.753,160023254800.898
"Kuwait",2028,217870997752.74,175225590782.906,157394644330.38
"Kuwait",2029,220684122302.596,174007924394.825,154783403261.086
"Kuwait",2030,223497246852.451,172770641082.791,152190749728.962
"Kuwait",2031,226310371402.307,171514978291.108,149617816175.49
"Kuwait",2032,229123495952.162,170242132478.921,147065653306.199
"Kuwait",2033,231936620502.018,168953260251.722,144535233891.3
"Kuwait",2034,234749745051.873,167649479464.236,142027456414.25
"Kuwait",2035,237562869601.729,166331870295.386,139543148573.906
"Kuwait",2036,240375994151.584,165001476295.993,137083070645.673
"Kuwait",2037,243189118701.439,163659305409.881,134647918706.929
"Kuwait",2038,246002243251.295,162306330969.016,132238327731.739
"Kuwait",2039,248815367801.15,160943492663.314,129854874559.762
"Kuwait",2040,251628492351.006,159571697485.721,127498080744.059
"Kuwait",2041,254441616900.862,158191820653.169,125168415282.307
"Kuwait",2042,257254741450.718,156804706503.983,122866297235.831
"Kuwait",2043,260067866000.573,155411169372.315,120592098240.649
"Kuwait",2044,262880990550.429,154011994440.157,118346144914.607
"Kuwait",2045,265694115100.284,152607938567.479,116128721164.521
"Kuwait",2046,268507239650.14,151199731101.019,113940070397.123
"Kuwait",2047,271320364199.995,149788074662.245,111780397637.431
"Kuwait",2048,274133488749.851,148373645914.995,109649871558.098
"Kuwait",2049,276946613299.706,146957096313.288,107548626423.085
"Kuwait",2050,279759737849.562,145539052829.789,105476763948.965
"Kyrgyz Republic",2015,24369814490.841,25354354996.271,25853936193.3332
"Kyrgyz Republic",2016,25426454535.5985,25934983626.3105,26189248171.6665
"Kyrgyz Republic",2017,26631652518.8185,26631652518.8185,26631652518.8185
"Kyrgyz Republic",2018,27632446088.0934,27090633419.6994,26827617561.2557
"Kyrgyz Republic",2019,28903711492.4999,27781345148.5005,27244520211.6127
"Kyrgyz Republic",2020,29862141902.0605,28139763271.7248,27328090092.0912
"Kyrgyz Republic",2021,30948533318.8979,28591660948.893,27497371005.8279
"Kyrgyz Republic",2022,32034924735.7351,29015018323.7378,27633607484.1306
"Kyrgyz Republic",2023,33121316152.5725,29410780883.8256,27738580838.4215
"Kyrgyz Republic",2024,34207707569.4097,29779868011.5978,27813996647.2028
"Kyrgyz Republic",2025,35294098986.2471,30123173644.5926,27861487656.5336
"Kyrgyz Republic",2026,36380490403.0845,30441566919.8107,27882616575.7907
"Kyrgyz Republic",2027,37466881819.9214,30735892802.5959,27878878772.3582
"Kyrgyz Republic",2028,38553273236.7588,31006972700.3896,27851704868.7602
"Kyrgyz Republic",2029,39639664653.5962,31255605061.706,27802463245.6289
"Kyrgyz Republic",2030,40726056070.4336,31482565960.6792,27732462453.799
"Kyrgyz Republic",2031,41812447487.2705,31688609667.5117,27642953538.6905
"Kyrgyz Republic",2032,42898838904.1079,31874469205.1567,27535132280.0488
"Kyrgyz Republic",2033,43985230320.9453,32040856892.549,27410141349.9952
"Kyrgyz Republic",2034,45071621737.7827,32188464874.7052,27269072392.2532
"Kyrgyz Republic",2035,46158013154.6196,32317965639.9935,27112968025.305
"Kyrgyz Republic",2036,47244404571.457,32430012524.8768,26942823772.1513
"Kyrgyz Republic",2037,48330795988.2944,32525240206.416,26759589919.2448
"Kyrgyz Republic",2038,49417187405.1318,32604265182.8257,26564173307.091
"Kyrgyz Republic",2039,50503578821.9688,32667686242.357,26357439054.9181
"Kyrgyz Republic",2040,51589970238.8062,32716084920.7831,26140212221.7366
"Kyrgyz Republic",2041,52676361655.6436,32750025947.7514,25913279406.032
"Kyrgyz Republic",2042,53762753072.481,32770057682.2662,25677390286.2563
"Kyrgyz Republic",2043,54849144489.3179,32776712537.5542,25433259104.2094
"Kyrgyz Republic",2044,55935535906.1553,32770507395.5639,25181566093.3314
"Kyrgyz Republic",2045,57021927322.9927,32751944011.338,24922958853.8536
"Kyrgyz Republic",2046,58108318739.8301,32721509407.5026,24658053676.6962
"Kyrgyz Republic",2047,59194710156.667,32679676259.0994,24387436817.9285
"Kyrgyz Republic",2048,60281101573.5044,32626903268.9931,24111665725.5508
"Kyrgyz Republic",2049,61367492990.3418,32563635534.0701,23831270220.2903
"Kyrgyz Republic",2050,62453884407.1787,32490304902.4506,23546753632.055
"Lao PDR",2015,40582214286.7459,42221735743.9304,43053671136.8087
"Lao PDR",2016,43432236744.7619,44300881479.6571,44735203847.1048
"Lao PDR",2017,46425817071.0983,46425817071.0983,46425817071.0983
"Lao PDR",2018,49326483554.8829,48359297602.8264,47889789859.1096
"Lao PDR",2019,52018592357.7465,49998647018.2108,49032512355.3082
"Lao PDR",2020,54486139262.9951,51343505950.7609,49862535896.8847
"Lao PDR",2021,57204951711.2725,52848532984.5267,50825858672.108
"Lao PDR",2022,59923764159.5498,54274799440.2859,51690765357.3926
"Lao PDR",2023,62642576607.8262,55624815334.1559,52462171707.1542
"Lao PDR",2024,65361389056.1035,56901022531.135,53144790611.1281
"Lao PDR",2025,68080201504.3799,58105796452.6708,53743139741.511
"Lao PDR",2026,70799013952.6572,59241447743.4777,54261548926.7464
"Lao PDR",2027,73517826400.9346,60310223898.5235,54704167261.3692
"Lao PDR",2028,76236638849.2109,61314310851.1239,55074969961.0457
"Lao PDR",2029,78955451297.4883,62255834523.0393,55377764971.6144
"Lao PDR",2030,81674263745.7646,63136862337.4428,55616199340.6346
"Lao PDR",2031,84393076194.042,63959404695.641,55793765359.6886
"Lao PDR",2032,87111888642.3184,64725416418.3621,55913806485.3645
"Lao PDR",2033,89830701090.5957,65436798152.4591,55979523046.6235
"Lao PDR",2034,92549513538.873,66095397743.8048,55993977745.9514
"Lao PDR",2035,95268325987.1494,66703011577.1837,55960100961.4817
"Lao PDR",2036,97987138435.4268,67261385883.9396,55880695857.0096
"Lao PDR",2037,100705950883.703,67772218018.1202,55758443306.5862
"Lao PDR",2038,103424763331.98,68237157701.8705,55595906640.172
"Lao PDR",2039,106143575780.258,68657808240.7693,55395536216.579
"Lao PDR",2040,108862388228.534,69035727709.8207,55159673829.7481
"Lao PDR",2041,111581200676.812,69372430110.7904,54890556954.1927
"Lao PDR",2042,114300013125.088,69669386501.5286,54590322835.2228
"Lao PDR",2043,117018825573.365,69928026097.9706,54261012429.4153
"Lao PDR",2044,119737638021.643,70149737349.4156,53904574200.5592
"Lao PDR",2045,122456450469.919,70335868987.7317,53522867776.1672
"Lao PDR",2046,125175262918.196,70487731051.0935,53117667469.4557
"Lao PDR",2047,127894075366.473,70606595882.8326,52690665671.5163
"Lao PDR",2048,130612887814.75,70693699106.0024,52243476118.2655
"Lao PDR",2049,133331700263.027,70750240574.2142,51777637036.5827
"Lao PDR",2050,136050512711.304,70777385299.3026,51294614173.9042
"Latvia",2015,50991662732.8723,53051725907.2803,54097054993.3042
"Latvia",2016,52292809777.3154,53338665972.8617,53861594070.6349
"Latvia",2017,54070215909.8704,54070215909.8704,54070215909.8704
"Latvia",2018,56400485891.9209,55294594011.6872,54757753293.1271
"Latvia",2019,56781400818.3568,54576509821.5656,53521916126.2671
"Latvia",2020,58938355614.8599,55538928857.3587,53936944556.9295
"Latvia",2021,60536399022.0259,55926275344.6146,53785806458.526
"Latvia",2022,62134442429.1924,56277078859.7227,53597715852.2335
"Latvia",2023,63732485836.3589,56592623538.2735,53374953527.2646
"Latvia",2024,65330529243.5249,56874157207.1846,53119698759.4788
"Latvia",2025,66928572650.6914,57122892314.8629,52834033289.9069
"Latvia",2026,68526616057.8574,57340006838.846,52519945157.6294
